User---------------------------------------------------------------------------------------
	Log Codes Supported by QCAT 06.30.93 patch 01
0x12AD	1xEV-DO Multi Carrier Equalizer Data
0x12AE	1xEV-DO Platinum Multicast Channel Est Algorithm
0x12AF	Reserved
0x12B0	HDR FL Physical Layer Packet
0x12B1	HDR RL Physical Layer Packet
0x12B2	Reserved
0x12B3	HDR PCP Packet Stats
0x12B4	Reserved
0x12B5	HDR Overhead Cache Summary Log
0x12B6	HDR Pilot Sets Version 3 [Version 3]
0x12B7	HDR MRLP Partial Rx [Version 0]
0x12B8	HDR MRLP Partial Tx [Version 0]
0x12B9	HDR Adaptive Receiver Diversity [Version 1]
0x12BA	HDR SRCH RF TxD Event  [Version 5]
0x12BB	HDR RevA FlexConn  [Version 2]
0x12BC	HDR RevA DTX  [Version 3]
0x12BD	HDR RevB FlexConn
0x12BE	HDR RevB DTX  [Version 3]
0x12BF	HDR NLB Stats
0x12C0	HDR Tuneaway Info [Version 1]
0x12C1	CM Call Event
0x12E3	Reserved
0x12E4	Reserved
0x12E5	MDDI Host Statistics
0x12E6	GPS Decoded Ephemeris
0x12E7	GPS Decoded Almanac
0x12E8	TRM
0x12E9	Reserved
0x12EA	MobileView Configuration
0x12EB	Reserved
0x12EC	MobileView Position
0x12ED	MobileView Status
0x12EE	MobileView Occurrence
0x12EF	MobileView Threshold
0x12F0	MobileView AccessProbe
0x12F1	MobileView GPS Position
0x12F2	MobileView StatusEX
0x12F3	MobileView Session
0x12F4	MobileView AccessProbeEX
0x12F5	MobileView SessionEX
0x12F6	MobileView MTA Status
0x12F7	Reserved
0x12F8	MobileView IApp Log
0x12F9	MobileView EFS Operations
0x12FA	MobileView MCRA Log
0x12FB	MobileView Error Message
0x12FC	MobileView Status Exx
0x12FD	MobileView App Data Usage Statistics
0x12FE	MobileView Device RLP Summary
0x12FF	Hardware Type Information
